,test_statistic,p,-log2(p),C,RMST-6-Months,RMST-12-Months,RMST-18-Months,RMST-24-Months
0,4.066805769378665,0.04373390133828631,4.5151041381691215,0,0.1116883116883125,0.5973141487726181,1.4825390387188957,2.2071121937168776
1,3.4849492572494487,0.06192925994916035,4.013234983733101,1,0.012244897959185153,-0.29771774476121493,-1.2918802284094184,-2.2347649582639093
2,6.640862582535653,0.009966566621466314,6.6486876878891055,2,0.005492730210015395,0.05986770058607149,0.21368113808733824,0.4161870562590799
