,C0 Pred,C1 Pred,C2 Pred
C0 True,0.6138065289008685,0.1934710991314765,0.192722371967655
C1 True,0.3613507884558167,0.2592978280273728,0.37935138351681047
C2 True,0.1603030303030303,0.2087878787878788,0.6309090909090909
