,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9642277593091587,0.03577224069084131,0.0
C1 True,0.01852990562874079,0.9568478403673346,0.024622254003924586
C2 True,0.0,0.026130509676704803,0.9738694903232952
