,test_statistic,p,-log2(p),RMST-6-Months,RMST-12-Months,RMST-18-Months,RMST-24-Months
Acute-Care_dd_ALL,6.48816161785348,0.010859522274766829,6.524895551363967,0.011730205278592365,0.0769073443563375,0.228832805039481,0.41761921592510376
