,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9608296314083323,0.03917036859166767,0.0
C1 True,0.05211318051575931,0.9286055396370583,0.019281279847182427
C2 True,0.0,0.05373719107896323,0.9462628089210368
