,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5872553727938528,0.16202425261135792,0.2507203745947893
C1 True,0.4061306112702961,0.18712691021967526,0.40674247851002865
C2 True,0.2385473176612417,0.16799276672694394,0.5934599156118143
