,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9526653860007204,0.04733461399927963,0.0
C1 True,0.05896310888252149,0.9111001671442216,0.029936723973256925
C2 True,0.0,0.043294153104279684,0.9567058468957204
