,C0 Pred,C1 Pred,C2 Pred
C0 True,0.7624478075025168,0.18319247797900448,0.054359714518478736
C1 True,0.1500371111760869,0.705719619441758,0.14424326938215515
C2 True,0.00922944902349669,0.08907798524368325,0.9016925657328201
