,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5378779126901847,0.07647448025049398,0.3856476070593213
C1 True,0.4613991288245129,0.07858122849238659,0.4600196426831005
C2 True,0.3821324948016839,0.07809626111299474,0.5397712440853214
