,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9689103001696866,0.03108969983031343,0.0
C1 True,0.03970970813372019,0.932771042786562,0.027519249079717804
C2 True,0.0,0.034931484243026154,0.9650685157569738
