,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9740489075395747,0.02595109246042522,0.0
C1 True,0.05709573183988964,0.9207875066537715,0.02211676150633889
C2 True,0.0,0.02890953879759122,0.9710904612024088
