,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9674114771733309,0.032588522826669145,0.0
C1 True,0.0453071230966465,0.9231611224818755,0.031531754421478
C2 True,0.0,0.032465097020232175,0.9675349029797679
