,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5238095238095238,0.057053009883198565,0.4191374663072776
C1 True,0.45923832192799763,0.06233263909550729,0.4784290389764951
C2 True,0.42515151515151517,0.05712121212121212,0.5177272727272727
