,C0 Pred,C1 Pred,C2 Pred
C0 True,0.6672656483977238,0.33273435160227616,0.0
C1 True,0.16721213924427253,0.7102052960428444,0.12258256471288308
C2 True,0.0,0.2501515151515151,0.7498484848484849
