,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5233602875112309,0.4279724468403714,0.048667265648397726
C1 True,0.12912823564415352,0.660963998809878,0.20990776554596846
C2 True,0.02212121212121212,0.20909090909090908,0.7687878787878788
