,C0 Pred,C1 Pred,C2 Pred
C0 True,0.8997663996591265,0.09450236525971346,0.00573123508115999
C1 True,0.053946904777970206,0.8957198443579767,0.05033325086405314
C2 True,0.0003885610040776402,0.024359324413932987,0.9752521145819893
