,C0 Pred,C1 Pred,C2 Pred
C0 True,0.8203054806828391,0.17969451931716082,0.0
C1 True,0.024099970246950313,0.9598333829217495,0.01606664683130021
C2 True,0.0,0.09151515151515152,0.9084848484848485
