,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9936430963102248,0.006356903689775183,0.0
C1 True,0.007477232056352798,0.987066920147073,0.005455847796574175
C2 True,0.0,0.006118869836997221,0.9938811301630027
