,C0 Pred,C1 Pred,C2 Pred
C0 True,0.998109592617209,0.0018904073827909914,0.0
C1 True,0.017805867314425378,0.97664170096639,0.005552431719184603
C2 True,0.0,0.0035165520986794926,0.9964834479013205
