,C0 Pred,C1 Pred,C2 Pred
C0 True,0.8528784968183455,0.14590587105294753,0.0012156321287069276
C1 True,0.07885625596943649,0.7994418576886342,0.12170188634192933
C2 True,0.0,0.10991561181434599,0.890084388185654
