,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9345509665025813,0.06507383839596591,0.0003751951014527554
C1 True,0.11285219675262655,0.8035906160458453,0.08355718720152817
C2 True,0.0002109704641350211,0.08318264014466546,0.9166063893911995
