,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9807553527785238,0.01924464722147623,0.0
C1 True,0.051645262139852904,0.92823523237594,0.020119505484207132
C2 True,0.0,0.031910009871549835,0.9680899901284502
