,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9728726540569492,0.02712734594305073,0.0
C1 True,0.04198286138413441,0.93456287532894,0.02345426328692562
C2 True,0.0,0.02852247802905056,0.9714775219709494
