,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5949607140338743,0.17166549391393846,0.23337379205218725
C1 True,0.40353118463372395,0.19454353253413104,0.401925282832145
C2 True,0.22767424485644247,0.1739958173433229,0.5983299378002347
