,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9796331109354066,0.02036688906459342,0.0
C1 True,0.04073082776665692,0.9370099637884888,0.02225920844485429
C2 True,0.0,0.021508876893672306,0.9784911231063277
