,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9709192330947319,0.029080766905268084,0.0
C1 True,0.031288844905272784,0.9476589970236087,0.02105215807111851
C2 True,0.0,0.022129974405981738,0.9778700255940183
