,C0 Pred,C1 Pred,C2 Pred
C0 True,0.569924818798451,0.13186791753622906,0.29820726366531985
C1 True,0.4301267777752787,0.14057113725137385,0.42930208497334743
C2 True,0.29762422700363955,0.13214224633267424,0.5702335266636862
