,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5491165019466906,0.09928122192273135,0.35160227613057804
C1 True,0.43097292472478427,0.10532579589407914,0.4637012793811366
C2 True,0.34045454545454545,0.10196969696969697,0.5575757575757576
