,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5787909713050786,0.16444050906471366,0.2567685196302077
C1 True,0.3670606494746896,0.2573871776504298,0.37555217287488063
C2 True,0.1514315852923448,0.20111512959614225,0.647453285111513
