,C0 Pred,C1 Pred,C2 Pred
C0 True,0.9862828670908873,0.013717132909112738,0.0
C1 True,0.04092048710601719,0.9480808261700095,0.010998686723973257
C2 True,0.0,0.017329716696805303,0.9826702833031947
