,C0 Pred,C1 Pred,C2 Pred
C0 True,0.7876609763402216,0.2123390236597784,0.0
C1 True,0.1276405831597739,0.8202915798869385,0.05206783695328771
C2 True,0.0,0.06545454545454546,0.9345454545454546
