,C0 Pred,C1 Pred,C2 Pred
C0 True,0.5831087151841868,0.14690026954177898,0.26999101527403413
C1 True,0.3909550728949717,0.182237429336507,0.4268074977685213
C2 True,0.26136363636363635,0.14924242424242423,0.5893939393939394
