,C0 Pred,C1 Pred,C2 Pred
C0 True,0.7428870919436957,0.25711290805630427,0.0
C1 True,0.12183873847069325,0.8403748884260637,0.037786373103243086
C2 True,0.0,0.12166666666666667,0.8783333333333333
