,Treated,Treated,Treated,Matched Controls,Matched Controls,Matched Controls,Test-TC,Test-TC,General Population,General Population,General Population,Test-TG,Test-TG,Random,Random,Random,Test-TR,Test-TR
,mean,std,count,mean,std,count,t-stat,pval,mean,std,count,t-stat,pval,mean,std,count,t-stat,pval
AGE_AT_MIDMONTH,54.17015341701534,11.8529892325683,717,54.266666666666666,11.892715482496799,3585,-0.19847972763090083,0.8426791272239774,44.310975575543,20.053585413347044,356446,13.159982339160786,1.5232025247726587e-39,47.606399187404776,19.811818943217997,7876,8.729920785287973,3.0280702231624146e-18
ALLOW_AMT,852.8117154811715,2798.5127074425272,717,739.4044630404463,3075.584002485005,3585,0.914522256824381,0.36049376583650017,1065.9260224550142,6933.418649919104,356446,-0.8229114458915372,0.4105589026971047,648.8026917216862,3166.090228384347,7876,1.6670972177312338,0.09553152521557787
MBR_GNDR,0.403068340306834,0.49085669274148963,717,0.403068340306834,0.4905827007063307,3585,0.0,1.0,0.4427486912463599,0.4967121699947672,356446,-2.136998051939534,0.03259882734016411,0.43105637379380396,0.4952554076972182,7876,-1.4497845588161182,0.14715511044199875
CC_TOBACCO,0.11297071129707113,0.31677797501376725,717,0.09651324965132496,0.2953350169139799,3585,1.3453733864749229,0.17857562613381786,0.07420198290905214,0.2620996783037681,356446,3.954920953523426,7.657471356112325e-05,0.0984002031488065,0.29787391442767636,7876,1.2471684622269752,0.212369732287515
CC_PRESSURE,0.002789400278940028,0.05277787859032021,717,0.0011157601115760112,0.03338901257284736,3585,1.0961080785260195,0.27309286377702024,0.007389618623858873,0.085644805672596,356446,-1.4377083899210579,0.15051768768562124,0.006602336211274758,0.08099122313178568,7876,-1.236892849926519,0.2161606748234124
CC_OBESITY,0.48535564853556484,0.5001343874003946,717,0.47447698744769873,0.49941780958989124,3585,0.5323246375858299,0.5945286747748065,0.10884117089264574,0.31144027120531087,356446,32.28820673637272,2.191421116790746e-228,0.22803453529710513,0.4195916343691311,7876,15.452699577123905,3.7402254746437954e-53
CC_HYPERTENSION,0.6513249651324965,0.4768835651948667,717,0.6167364016736402,0.48624948812736485,3585,1.7443201981382583,0.0811747215394926,0.2077172979918417,0.40567386384542287,356446,29.24011388969995,1.0008358537370188e-187,0.2493651599796851,0.432673024503863,7876,23.60531592256318,2.0279854078357035e-119
CC_HYPOTHYROID,0.19246861924686193,0.3945142875816436,717,0.15620641562064155,0.36310156645114433,3585,2.4052733258988193,0.016202356794003215,0.047300292330395066,0.21228071297038403,356446,18.24815545925479,2.3138320190904266e-74,0.06348400203148806,0.24384694626824827,7876,12.729142679967325,8.742433849719425e-37
CC_DX_CNT,3.695955369595537,2.345123988863917,717,3.6437935843793583,2.22481718295218,3585,0.5678682649891273,0.5701540707926873,1.8244194071472257,2.4122736286005,356446,20.75480830519545,1.2637111123654819e-95,2.3437023869984763,2.439687662507202,7876,14.254234055047466,1.3929598364085737e-45
ACUTE2,0.0599721059972106,0.2546253668296394,717,0.049930264993026496,0.23389085863227616,3585,1.0336541779842439,0.3013559910771185,0.06325782867531127,0.24342646123420128,356446,-0.36103172637825015,0.7180759436328085,0.05154900964956831,0.23773297067041624,7876,0.9027662067378227,0.3666753004084782
ACUTE6,0.14365411436541142,0.45801921451662725,717,0.1417015341701534,0.44696884024752953,3585,0.10634036532779284,0.9153172667342308,0.06325782867531127,0.24342646123420128,356446,8.8122827628672,1.2315478567863215e-18,0.15337734890807517,0.4757910922815621,7876,-0.5254909990565583,0.5992554709946153
IP_BIN6,0.040446304044630406,0.2108345255942439,717,0.040446304044630406,0.21071683955348383,3585,0.0,1.0,0.020586568512481553,0.14199583893771575,356446,3.736778100168776,0.00018642227954152602,0.04685119349923819,0.26372470244406443,7876,-0.6321675548934773,0.5272942184868143
ER_BIN6,0.1087866108786611,0.40855831205058196,717,0.10683403068340307,0.39319070476653406,3585,0.12059017421516692,0.9040212859647316,0.047286264960190325,0.21225079621531256,356446,7.72995608271805,1.0786181577296143e-14,0.11617572371762316,0.4029571977425047,7876,-0.4695343643027193,0.6386996441583526
LOB,0.9525801952580195,0.21268346217344855,717,0.9525801952580195,0.2125647440720001,3585,0.0,1.0,0.7557750683132929,0.429627317872941,356446,12.26299699663892,1.454205637420349e-34,0.7878364652107669,0.4088659862513561,7876,10.65827560092608,2.329935295939698e-26
